# total_ram_gb=47.1
t,ram_gb,vram_gb
0.0,4.41,2.38
1.2,4.41,2.25
2.4,4.41,2.25
3.5,4.41,2.14
4.6,4.41,2.38
5.6,4.41,2.41
6.7,4.41,2.41
7.7,4.41,2.41
9.1,4.43,2.41
10.2,5.3,3.09
11.2,7.87,5.5
12.3,4.74,4.43
13.4,4.75,4.43
14.5,4.81,4.52
15.5,4.83,4.29
16.6,4.83,4.26
17.6,4.83,4.26
18.7,4.83,4.4
19.7,4.83,4.37
